Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,Country,Season
1,Brenden Aaronson,USA,"MF,FW",Leeds United,21,2000,36,28,2372,26.4,1,3,4,1,0,0,2,0,3.9,England Premier League,2022-2023
2,George Abbott,ENG,MF,Tottenham,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
3,Che Adams,SCO,FW,Southampton,26,1996,28,23,1992,22.1,5,3,8,5,0,0,1,0,6.6,England Premier League,2022-2023
4,Tyler Adams,USA,MF,Leeds United,23,1999,24,24,2156,24.0,0,0,0,0,0,0,6,1,0.1,England Premier League,2022-2023
5,Tosin Adarabioyo,ENG,DF,Fulham,24,1997,25,23,2085,23.2,1,0,1,1,0,0,4,0,0.7,England Premier League,2022-2023
6,Nayef Aguerd,MAR,DF,West Ham,26,1996,18,17,1595,17.7,2,0,2,2,0,0,4,0,2.2,England Premier League,2022-2023
7,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,20,2002,8,0,94,1.0,0,0,0,0,0,0,1,0,0.2,England Premier League,2022-2023
8,Rayan Ait-Nouri,ALG,DF,Wolves,21,2001,21,9,1076,12.0,1,0,1,1,0,0,4,0,0.7,England Premier League,2022-2023
9,Kristoffer Ajer,NOR,DF,Brentford,24,1998,9,9,763,8.5,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
10,Manuel Akanji,SUI,DF,Manchester City,27,1995,29,24,2287,25.4,0,1,1,0,0,0,2,0,1.3,England Premier League,2022-2023
11,Nathan Ake,NED,DF,Manchester City,27,1995,26,22,1873,20.8,1,0,1,1,0,0,2,0,1.6,England Premier League,2022-2023
12,Marc Albrighton,ENG,"FW,MF",Leicester City,32,1989,6,1,237,2.6,1,0,1,1,0,0,0,0,0.3,England Premier League,2022-2023
13,Thiago Alcantara,ESP,MF,Liverpool,31,1991,18,14,1254,13.9,0,0,0,0,0,0,2,0,0.4,England Premier League,2022-2023
14,Carlos Alcaraz,ARG,"MF,FW",Southampton,19,2002,18,13,1029,11.4,4,2,6,4,0,0,3,0,1.9,England Premier League,2022-2023
15,Trent Alexander-Arnold,ENG,DF,Liverpool,23,1998,37,34,2923,32.5,2,9,11,2,0,0,5,0,2.4,England Premier League,2022-2023
16,Alisson,BRA,GK,Liverpool,29,1992,37,37,3330,37.0,0,1,1,0,0,0,1,0,0.0,England Premier League,2022-2023
17,Dele Alli,ENG,MF,Everton,26,1996,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
18,Miguel Almiron,PAR,FW,Newcastle Utd,28,1994,34,29,2491,27.7,11,2,13,11,0,0,2,0,8.0,England Premier League,2022-2023
19,Julian Alvarez,ARG,"FW,MF",Manchester City,22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,7.0,England Premier League,2022-2023
20,Daniel Amartey,GHA,DF,Leicester City,27,1994,20,18,1610,17.9,0,0,0,0,0,0,1,0,1.1,England Premier League,2022-2023
21,Samuel Amo-Ameyaw,ENG,MF,Southampton,16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
22,Joachim Andersen,DEN,DF,Crystal Palace,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,England Premier League,2022-2023
23,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,1.0,England Premier League,2022-2023
24,Jaidon Anthony,ENG,"MF,FW",Bournemouth,22,1999,30,11,1257,14.0,3,1,4,3,0,0,2,0,2.2,England Premier League,2022-2023
25,Michail Antonio,JAM,FW,West Ham,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,6.6,England Premier League,2022-2023
26,Antony,BRA,FW,Manchester Utd,22,2000,25,23,1802,20.0,4,2,6,4,0,0,5,0,6.6,England Premier League,2022-2023
27,Cameron Archer,ENG,"FW,MF",Aston Villa,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
28,Alphonse Areola,FRA,GK,West Ham,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
29,Joe Aribo,NGA,"MF,FW",Southampton,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,1.5,England Premier League,2022-2023
30,Adam Armstrong,ENG,"FW,MF",Southampton,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,2.1,England Premier League,2022-2023
31,Stuart Armstrong,SCO,"MF,FW",Southampton,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,2.4,England Premier League,2022-2023
32,Kepa Arrizabalaga,ESP,GK,Chelsea,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0.0,England Premier League,2022-2023
33,Pierre-Emerick Aubameyang,GAB,FW,Chelsea,33,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,1.5,England Premier League,2022-2023
34,Ludwig Augustinsson,SWE,DF,Aston Villa,28,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,England Premier League,2022-2023
35,Serge Aurier,CIV,DF,Nott'ham Forest,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.8,England Premier League,2022-2023
36,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,6.6,England Premier League,2022-2023
37,Yasin Ayari,SWE,MF,Brighton,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
38,Andre Ayew,GHA,"FW,MF",Nott'ham Forest,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,1.0,England Premier League,2022-2023
39,Jordan Ayew,GHA,"FW,MF",Crystal Palace,30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,3.2,England Premier League,2022-2023
40,Luke Ayling,ENG,DF,Leeds United,30,1991,29,22,2054,22.8,2,1,3,2,0,0,3,0,3.2,England Premier League,2022-2023
41,Cesar Azpilicueta,ESP,DF,Chelsea,32,1989,25,16,1527,17.0,0,0,0,0,0,0,3,0,0.4,England Premier League,2022-2023
42,Benoit Badiashile,FRA,DF,Chelsea,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,England Premier League,2022-2023
43,Leon Bailey,JAM,"FW,MF",Aston Villa,24,1997,33,26,1967,21.9,4,4,8,4,0,0,4,0,5.3,England Premier League,2022-2023
44,Stefan Bajcetic,ESP,MF,Liverpool,17,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,England Premier League,2022-2023
45,Dominic Ballard,ENG,"FW,MF",Southampton,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
46,Patrick Bamford,ENG,FW,Leeds United,28,1993,28,18,1515,16.8,4,2,6,4,0,2,3,0,8.6,England Premier League,2022-2023
47,Shandon Baptiste,GRN,MF,Brentford,24,1998,23,4,618,6.9,0,1,1,0,0,0,3,1,0.4,England Premier League,2022-2023
48,Harvey Barnes,ENG,"FW,MF",Leicester City,24,1997,34,32,2711,30.1,13,1,14,13,0,0,3,0,8.9,England Premier League,2022-2023
49,Gavin Bazunu,IRL,GK,Southampton,20,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
50,Mads Bech Sorensen,DEN,"DF,MF",Brentford,23,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
51,Jan Bednarek,POL,DF,Southampton,26,1996,20,20,1672,18.6,0,0,0,0,0,0,5,0,0.4,England Premier League,2022-2023
52,Jan Bednarek,POL,DF,Aston Villa,26,1996,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
53,Donny van de Beek,NED,MF,Manchester Utd,25,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.1,England Premier League,2022-2023
54,Asmir Begovic,BIH,GK,Everton,35,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
55,Armel Bella Kotchap,GER,DF,Southampton,20,2001,24,24,1879,20.9,0,2,2,0,0,0,4,0,1.0,England Premier League,2022-2023
56,Said Benrahma,ALG,"FW,MF",West Ham,26,1995,35,22,2069,23.0,6,3,9,2,4,4,0,0,7.0,England Premier League,2022-2023
57,Rodrigo Bentancur,URU,MF,Tottenham,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,2.2,England Premier League,2022-2023
58,Daniel Bentley,ENG,GK,Wolves,29,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
59,Victor Bernth Kristiansen,DEN,DF,Leicester City,19,2002,12,11,892,9.9,0,1,1,0,0,0,2,0,0.1,England Premier League,2022-2023
60,Owen Bevan,WAL,DF,Bournemouth,18,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
61,Giulian Biancone,FRA,DF,Nott'ham Forest,22,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
62,Philip Billing,DEN,"MF,FW",Bournemouth,26,1996,36,34,2764,30.7,7,1,8,7,0,0,5,0,4.9,England Premier League,2022-2023
63,Yves Bissouma,MLI,MF,Tottenham,25,1996,23,10,1010,11.2,0,0,0,0,0,0,6,0,0.2,England Premier League,2022-2023
64,Willy Boly,CIV,DF,Nott'ham Forest,31,1991,11,9,685,7.6,0,1,1,0,0,0,2,0,0.0,England Premier League,2022-2023
65,Sven Botman,NED,DF,Newcastle Utd,22,2000,36,35,3127,34.7,0,0,0,0,0,0,2,0,2.5,England Premier League,2022-2023
66,Jarrod Bowen,ENG,"FW,MF",West Ham,25,1996,38,36,3233,35.9,6,5,11,5,1,2,2,0,8.9,England Premier League,2022-2023
67,James Bree,ENG,DF,Southampton,24,1997,5,4,367,4.1,0,0,0,0,0,0,1,0,0.0,England Premier League,2022-2023
68,Armando Broja,ALB,FW,Chelsea,20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.8,England Premier League,2022-2023
69,David Brooks,WAL,"FW,MF",Bournemouth,25,1997,6,2,173,1.9,0,0,0,0,0,0,1,0,0.3,England Premier League,2022-2023
70,Lewis Brunt,ENG,DF,Leicester City,21,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
71,Emi Buendia,ARG,"MF,FW",Aston Villa,25,1996,38,27,2412,26.8,5,2,7,5,0,0,0,0,6.3,England Premier League,2022-2023
72,Hugo Bueno,ESP,DF,Wolves,19,2002,21,16,1310,14.6,0,1,1,0,0,0,1,0,0.2,England Premier League,2022-2023
73,Facundo Buonanotte,ARG,"FW,MF",Brighton,17,2004,13,6,565,6.3,1,1,2,1,0,0,2,0,1.4,England Premier League,2022-2023
74,Dan Burn,ENG,DF,Newcastle Utd,30,1992,38,35,3111,34.6,1,0,1,1,0,0,5,0,2.1,England Premier League,2022-2023
75,Cafu,POR,MF,Nott'ham Forest,29,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
76,Moises Caicedo,ECU,MF,Brighton,20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,1.7,England Premier League,2022-2023
77,Tom Cairney,SCO,MF,Fulham,31,1991,33,6,988,11.0,2,0,2,2,0,0,2,0,1.5,England Premier League,2022-2023
78,Duje Caleta-Car,CRO,DF,Southampton,25,1996,13,9,946,10.5,1,0,1,1,0,0,2,0,0.8,England Premier League,2022-2023
79,Dominic Calvert-Lewin,ENG,FW,Everton,25,1997,17,15,1165,12.9,2,1,3,1,1,1,3,0,5.8,England Premier League,2022-2023
80,Chem Campbell,WAL,"FW,MF",Wolves,19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.1,England Premier League,2022-2023
81,Joao Cancelo,POR,DF,Manchester City,28,1994,17,16,1274,14.2,2,1,3,2,0,0,3,1,0.8,England Premier League,2022-2023
82,Thomas Cannon,IRL,FW,Everton,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,England Premier League,2022-2023
83,Sergi Canos,ESP,"FW,DF",Brentford,25,1997,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,England Premier League,2022-2023
84,Diego Carlos,BRA,DF,Aston Villa,29,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.4,England Premier League,2022-2023
85,Fabio Carvalho,POR,"MF,FW",Liverpool,19,2002,13,4,347,3.9,2,0,2,2,0,0,0,0,1.1,England Premier League,2022-2023
86,Casemiro,BRA,MF,Manchester Utd,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,3.4,England Premier League,2022-2023
87,Matty Cash,POL,DF,Aston Villa,24,1997,26,20,1820,20.2,0,1,1,0,0,0,4,0,0.2,England Premier League,2022-2023
88,Timothy Castagne,BEL,DF,Leicester City,26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,2.2,England Premier League,2022-2023
89,Jonny Castro,ESP,DF,Wolves,28,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.3,England Premier League,2022-2023
90,Nathaniel Chalobah,ENG,MF,Fulham,27,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,England Premier League,2022-2023
91,Trevoh Chalobah,ENG,DF,Chelsea,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,England Premier League,2022-2023
92,Calum Chambers,ENG,"DF,MF",Aston Villa,27,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.1,England Premier League,2022-2023
93,Shea Charles,NIR,DF,Manchester City,18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
94,Ben Chilwell,ENG,"DF,MF",Chelsea,25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,1.4,England Premier League,2022-2023
95,Ryan Christie,SCO,"MF,FW",Bournemouth,27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,2.8,England Premier League,2022-2023
96,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.4,England Premier League,2022-2023
97,Bobby Clark,ENG,MF,Liverpool,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
98,Nathaniel Clyne,ENG,DF,Crystal Palace,31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0.0,England Premier League,2022-2023
99,Conor Coady,ENG,DF,Everton,29,1993,24,23,2096,23.3,1,1,2,1,0,0,2,0,0.8,England Premier League,2022-2023
100,Jack Colback,ENG,MF,Nott'ham Forest,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
101,Seamus Coleman,IRL,DF,Everton,33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.4,England Premier League,2022-2023
102,Nathan Collins,IRL,DF,Wolves,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.2,England Premier League,2022-2023
103,Levi Colwill,ENG,DF,Brighton,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,1.4,England Premier League,2022-2023
104,Lewis Cook,ENG,MF,Bournemouth,25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,England Premier League,2022-2023
105,Steve Cook,ENG,DF,Nott'ham Forest,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.1,England Premier League,2022-2023
106,Liam Cooper,SCO,DF,Leeds United,30,1991,18,16,1426,15.8,1,0,1,1,0,0,5,0,1.0,England Premier League,2022-2023
107,Maxwel Cornet,CIV,FW,West Ham,25,1996,14,2,245,2.7,0,0,0,0,0,0,0,0,1.3,England Premier League,2022-2023
108,Diego Costa,ESP,FW,Wolves,33,1988,23,16,1241,13.8,1,0,1,1,0,0,5,1,3.2,England Premier League,2022-2023
109,Vladimir Coufal,CZE,DF,West Ham,29,1992,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.3,England Premier League,2022-2023
110,Philippe Coutinho,BRA,"MF,FW",Aston Villa,30,1992,20,7,788,8.8,1,0,1,1,0,0,3,0,1.4,England Premier League,2022-2023
111,Conor Coventry,IRL,"MF,FW",West Ham,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
112,Matthew Craig,SCO,MF,Tottenham,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
113,Aaron Cresswell,ENG,DF,West Ham,32,1989,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.3,England Premier League,2022-2023
114,Marc Cucurella,ESP,DF,Chelsea,24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,England Premier League,2022-2023
115,Matheus Cunha,BRA,FW,Wolves,23,1999,17,12,965,10.7,2,0,2,2,0,0,1,0,2.0,England Premier League,2022-2023
116,Patson Daka,ZAM,FW,Leicester City,23,1998,30,13,1187,13.2,4,4,8,4,0,0,2,0,3.5,England Premier League,2022-2023
117,Diogo Dalot,POR,DF,Manchester Utd,23,1999,26,24,2154,23.9,1,2,3,1,0,0,6,0,2.5,England Premier League,2022-2023
118,Mikkel Damsgaard,DEN,"MF,FW",Brentford,22,2000,26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,England Premier League,2022-2023
119,Danilo,BRA,MF,Nott'ham Forest,21,2001,13,12,976,10.8,3,2,5,3,0,0,1,0,1.5,England Premier League,2022-2023
120,Arnaut Danjuma,NED,"FW,MF",Tottenham,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.8,England Premier League,2022-2023
121,Josh Dasilva,ENG,MF,Brentford,23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,England Premier League,2022-2023
122,David Datro Fofana,CIV,FW,Chelsea,19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.2,England Premier League,2022-2023
123,Ben Davies,WAL,DF,Tottenham,29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,1.0,England Premier League,2022-2023
124,Tom Davies,ENG,MF,Everton,24,1998,19,4,538,6.0,0,0,0,0,0,0,3,0,1.2,England Premier League,2022-2023
125,Craig Dawson,ENG,DF,West Ham,32,1990,8,8,720,8.0,0,0,0,0,0,0,2,0,0.5,England Premier League,2022-2023
126,Craig Dawson,ENG,DF,Wolves,32,1990,17,17,1414,15.7,1,0,1,1,0,0,4,0,1.0,England Premier League,2022-2023
127,Kevin De Bruyne,BEL,MF,Manchester City,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,England Premier League,2022-2023
128,Siriki Dembele,CIV,"FW,MF",Bournemouth,25,1996,6,0,110,1.2,0,0,0,0,0,0,0,0,0.2,England Premier League,2022-2023
129,Leander Dendoncker,BEL,MF,Aston Villa,27,1995,20,7,697,7.7,0,0,0,0,0,0,0,0,0.1,England Premier League,2022-2023
130,Leander Dendoncker,BEL,MF,Wolves,27,1995,4,2,214,2.4,0,0,0,0,0,0,0,0,0.7,England Premier League,2022-2023
131,Emmanuel Dennis,NGA,"FW,MF",Nott'ham Forest,24,1997,19,6,720,8.0,2,2,4,2,0,0,3,0,1.9,England Premier League,2022-2023
132,Halil Dervisoglu,TUR,MF,Brentford,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
133,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,23,1998,31,28,2306,25.6,2,2,4,2,0,0,5,1,2.4,England Premier League,2022-2023
134,Ibrahima Diallo,FRA,MF,Southampton,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.2,England Premier League,2022-2023
135,Ruben Dias,POR,DF,Manchester City,25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,1.3,England Premier League,2022-2023
136,Luis Diaz,COL,FW,Liverpool,25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,2.5,England Premier League,2022-2023
137,Eric Dier,ENG,DF,Tottenham,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,1.6,England Premier League,2022-2023
138,Lucas Digne,FRA,DF,Aston Villa,29,1993,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.4,England Premier League,2022-2023
139,Issa Diop,FRA,DF,Fulham,25,1997,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.3,England Premier League,2022-2023
140,Moussa Djenepo,MLI,"DF,FW",Southampton,24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.2,England Premier League,2022-2023
141,Ben Doak,SCO,FW,Liverpool,16,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
142,Matt Doherty,IRL,"DF,MF",Tottenham,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.8,England Premier League,2022-2023
143,Gabriel Dos Santos,BRA,DF,Arsenal,24,1997,38,38,3409,37.9,3,0,3,3,0,0,5,0,5.1,England Premier League,2022-2023
144,Abdoulaye Doucoure,MLI,MF,Everton,29,1993,25,17,1533,17.0,5,2,7,5,0,0,6,1,2.4,England Premier League,2022-2023
145,Cheick Doucoure,MLI,MF,Crystal Palace,22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,1.4,England Premier League,2022-2023
146,Flynn Downes,ENG,MF,West Ham,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.4,England Premier League,2022-2023
147,Kami Doyle,ENG,MF,Southampton,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
148,Cody Drameh,ENG,DF,Leeds United,20,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
149,Martin Dubravka,SVK,GK,Newcastle Utd,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
150,Shane Duffy,IRL,"DF,FW",Fulham,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.2,England Premier League,2022-2023
151,Lewis Dunk,ENG,DF,Brighton,30,1991,36,36,3239,36.0,1,0,1,1,0,0,4,0,1.7,England Premier League,2022-2023
152,Jhon Duran,COL,"FW,MF",Aston Villa,18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0.6,England Premier League,2022-2023
153,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
154,Ederson,BRA,GK,Manchester City,28,1993,35,35,3150,35.0,0,1,1,0,0,0,3,0,0.0,England Premier League,2022-2023
155,Odsonne Edouard,FRA,FW,Crystal Palace,24,1998,35,20,1803,20.0,5,2,7,5,0,0,3,0,4.2,England Premier League,2022-2023
156,Samuel Edozie,ENG,"FW,MF",Southampton,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,England Premier League,2022-2023
157,Anthony Elanga,SWE,FW,Manchester Utd,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,England Premier League,2022-2023
158,Harvey Elliott,ENG,"MF,FW",Liverpool,19,2003,32,18,1613,17.9,1,2,3,1,0,0,2,0,2.1,England Premier League,2022-2023
159,Mohamed Elneny,EGY,MF,Arsenal,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
160,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,27,1994,33,27,2168,24.1,1,1,2,1,0,0,4,0,3.5,England Premier League,2022-2023
161,Emerson,BRA,DF,Tottenham,23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,1.7,England Premier League,2022-2023
162,Julio Enciso,PAR,"FW,MF",Brighton,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,England Premier League,2022-2023
163,Christian Eriksen,DEN,MF,Manchester Utd,30,1992,28,25,2048,22.8,1,8,9,1,0,0,3,0,5.0,England Premier League,2022-2023
164,Pervis Estupinan,ECU,DF,Brighton,24,1998,35,31,2675,29.7,1,5,6,1,0,0,4,0,1.7,England Premier League,2022-2023
165,Jonny Evans,NIR,DF,Leicester City,34,1988,13,12,1051,11.7,0,0,0,0,0,0,1,0,0.2,England Premier League,2022-2023
166,Eberechi Eze,ENG,"MF,FW",Crystal Palace,24,1998,38,30,2636,29.3,10,4,14,9,1,1,3,0,7.3,England Premier League,2022-2023
167,Lukasz Fabianski,POL,GK,West Ham,37,1985,36,36,3111,34.6,0,0,0,0,0,0,1,0,0.0,England Premier League,2022-2023
168,Fabinho,BRA,MF,Liverpool,28,1993,36,31,2671,29.7,0,2,2,0,0,0,11,0,0.7,England Premier League,2022-2023
169,Wout Faes,BEL,DF,Leicester City,24,1998,31,31,2786,31.0,1,2,3,1,0,0,6,1,1.2,England Premier League,2022-2023
170,Felipe,BRA,DF,Nott'ham Forest,33,1989,16,15,1418,15.8,0,1,1,0,0,0,4,0,1.2,England Premier League,2022-2023
171,Joao Felix,POR,"FW,MF",Chelsea,22,1999,16,11,941,10.5,4,0,4,4,0,0,1,1,4.9,England Premier League,2022-2023
172,Evan Ferguson,IRL,FW,Brighton,17,2004,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,England Premier League,2022-2023
173,Bruno Fernandes,POR,"MF,FW",Manchester Utd,27,1994,37,37,3316,36.8,8,8,16,6,2,2,6,0,9.3,England Premier League,2022-2023
174,Enzo Fernandez,ARG,MF,Chelsea,21,2001,18,18,1547,17.2,0,2,2,0,0,0,3,0,0.8,England Premier League,2022-2023
175,Roberto Firmino,BRA,"FW,MF",Liverpool,30,1991,25,13,1213,13.5,11,4,15,11,0,0,0,0,5.5,England Premier League,2022-2023
176,Junior Firpo,ESP,DF,Leeds United,25,1996,19,14,1368,15.2,1,1,2,1,0,0,6,1,0.1,England Premier League,2022-2023
177,Phil Foden,ENG,FW,Manchester City,22,2000,32,22,1842,20.5,11,6,17,11,0,0,1,0,5.9,England Premier League,2022-2023
178,Wesley Fofana,FRA,DF,Leicester City,21,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,England Premier League,2022-2023
179,Wesley Fofana,FRA,DF,Chelsea,21,2000,15,12,1183,13.1,1,0,1,1,0,0,3,0,0.7,England Premier League,2022-2023
180,Pablo Fornals,ESP,"FW,MF",West Ham,26,1996,32,17,1503,16.7,3,1,4,3,0,0,0,0,2.2,England Premier League,2022-2023
181,Adam Forshaw,ENG,MF,Leeds United,30,1991,12,5,479,5.3,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
182,Fraser Forster,ENG,GK,Tottenham,34,1988,14,13,1215,13.5,0,0,0,0,0,0,1,0,0.0,England Premier League,2022-2023
183,Tyrese Francois,AUS,FW,Fulham,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,England Premier League,2022-2023
184,Ryan Fraser,SCO,FW,Newcastle Utd,28,1994,8,3,313,3.5,0,0,0,0,0,0,1,0,0.3,England Premier League,2022-2023
185,Fred,BRA,MF,Manchester Utd,29,1993,35,12,1249,13.9,2,2,4,2,0,0,6,0,2.0,England Premier League,2022-2023
186,Ryan Fredericks,ENG,DF,Bournemouth,29,1992,12,5,533,5.9,0,0,0,0,0,0,1,0,0.0,England Premier League,2022-2023
187,Remo Freuler,SUI,MF,Nott'ham Forest,30,1992,28,24,2161,24.0,0,0,0,0,0,0,4,0,0.4,England Premier League,2022-2023
188,Cody Gakpo,NED,"FW,MF",Liverpool,23,1999,21,17,1458,16.2,7,2,9,7,0,0,0,0,6.2,England Premier League,2022-2023
189,Conor Gallagher,ENG,MF,Chelsea,22,2000,35,18,1621,18.0,3,1,4,3,0,0,11,1,2.5,England Premier League,2022-2023
190,Idrissa Gana Gueye,SEN,MF,Everton,32,1989,33,32,2577,28.6,0,1,1,0,0,0,7,0,0.7,England Premier League,2022-2023
191,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,18,2004,19,5,569,6.3,3,2,5,3,0,0,3,0,3.0,England Premier League,2022-2023
